REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113365	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #01	17 CLINTON STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591054005	HYDROCODONE	2	null	null	null	null	null	1202012	6.053999999999999	1e3	976	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113365	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #01	17 CLINTON STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591038701	HYDROCODONE	3	null	null	null	null	null	2242012	1.36215	300	1179	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113365	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #01	17 CLINTON STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591320301	HYDROCODONE	2	null	null	null	null	null	6012012	0.9081	200	7	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113365	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #01	17 CLINTON STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591054005	HYDROCODONE	1	null	null	null	null	null	7272012	3.0269999999999997	500	1123	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113365	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #01	17 CLINTON STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591320301	HYDROCODONE	6	null	null	null	null	null	9072012	2.7243	600	232	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113365	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #01	17 CLINTON STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591038801	HYDROCODONE	1	null	null	null	null	null	9072012	0.15135	100	233	HYDROCODONE BITARTARATE.2.5MG & ACET	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	2.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113365	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #01	17 CLINTON STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591320301	HYDROCODONE	6	null	null	null	null	null	11242012	2.7243	600	956	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113365	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #01	17 CLINTON STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591085305	HYDROCODONE	4	null	null	null	null	null	12142012	12.107999999999999	2e3	575	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591038701	HYDROCODONE	1	null	null	null	null	0000	2282006	0.45405	100	1175	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591034905	HYDROCODONE	2	null	null	null	null	0000	3142006	3.0269999999999997	1e3	595	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591038701	HYDROCODONE	4	null	null	null	null	0000	7102007	1.8162	400	452	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591050305	HYDROCODONE	1	null	null	null	null	0000	10132009	3.0269999999999997	500	611	HYDROCODONE BITARTRATE 10MG/ACETAMIN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591085301	HYDROCODONE	3	null	null	null	null	0000	10202009	1.8162	300	955	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591320301	HYDROCODONE	1	null	null	null	null	0000	3302010	0.45405	100	1525	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591034905	HYDROCODONE	5	null	null	null	null	0000	3152011	7.5675	2500	886	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591320301	HYDROCODONE	2	null	null	null	null	null	9182012	0.9081	200	654	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591038801	HYDROCODONE	1	null	null	null	null	null	9182012	0.15135	100	655	HYDROCODONE BITARTARATE.2.5MG & ACET	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	2.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113391	RETAIL PHARMACY	HEALTHDIRECT INSTITUTIONAL PHARMACY SERVICES, INC.	C/O PHARMACY #05	29 EAST MAIN STREET	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	S	9193	591034905	HYDROCODONE	3	null	null	null	null	null	12112012	4.5405	1500	413	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591054001	HYDROCODONE	6	null	null	null	null	0000	1292006	3.6324	600	1242	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591085301	HYDROCODONE	7	null	null	null	null	0000	5212006	4.2378	700	902	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591038505	HYDROCODONE	1	null	null	null	null	0000	6112006	2.27025	500	499	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591038701	HYDROCODONE	7	null	null	null	null	0000	6182006	3.17835	700	843	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591034905	HYDROCODONE	6	null	null	null	null	0000	9032006	9.081	3e3	104	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591054001	HYDROCODONE	13	null	null	null	null	0000	12312006	7.8702	1300	1440	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591038505	HYDROCODONE	1	null	null	null	null	0000	1212007	2.27025	500	989	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591038701	HYDROCODONE	8	null	null	null	null	0000	4072007	3.6324	800	319	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591034905	HYDROCODONE	3	null	null	null	null	0000	6032007	4.5405	1500	92	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591038701	HYDROCODONE	6	null	null	null	null	0000	7012007	2.7243	600	11	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591320301	HYDROCODONE	8	null	null	null	null	0000	9022007	3.6324	800	40	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591054001	HYDROCODONE	5	null	null	null	null	0000	12162007	3.0269999999999997	500	744	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591034905	HYDROCODONE	6	null	null	null	null	0000	10262008	9.081	3e3	1268	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591320301	HYDROCODONE	2	null	null	null	null	0000	11232008	0.9081	200	1116	HYDROCODONE BITARTRATE AND ACETA 7.5	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591038701	HYDROCODONE	3	null	null	null	null	0000	1042009	1.36215	300	126	HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591038505	HYDROCODONE	1	null	null	null	null	0000	6062009	2.27025	500	363	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591034905	HYDROCODONE	4	null	null	null	null	0000	8222009	6.053999999999999	2e3	1171	HYDROCODONE BIT 5MG/ACETAMINOPHEN 50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	5
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591085301	HYDROCODONE	8	null	null	null	null	0000	8012009	4.8432	800	45	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591054001	HYDROCODONE	3	null	null	null	null	0000	10032009	1.8162	300	135	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	10
PB0020052	DISTRIBUTOR	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS WAREHOUSE	520 EAST MAIN ST.	null	GOUVERNEUR	NY	13642	SAINT LAWRENCE	AB1113404	CHAIN PHARMACY	KPH HEALTHCARE SERVICES, INC.	KINNEY DRUGS #09	700 CANTON STREET	null	OGDENSBURG	NY	13669	SAINT LAWRENCE	S	9193	591038505	HYDROCODONE	1	null	null	null	null	0000	10312009	2.27025	500	1586	HYDROCODONE BIT.7.5MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1	Actavis Pharma, Inc.	Allergan, Inc.	KPH Healthcare Services, Inc.	7.5
